datetime,VHM0,VMDR
2023-01-01 00:00:00,0.78,191.71
2023-01-01 03:00:00,0.69,189.54
2023-01-01 06:00:00,0.62,190.8
2023-01-01 09:00:00,0.65999997,194.22
2023-01-01 12:00:00,0.75,202.38
2023-01-01 15:00:00,0.81,217.19
2023-01-01 18:00:00,0.81,221.56999
2023-01-01 21:00:00,0.79999995,217.48
2023-01-02 00:00:00,0.72999996,212.23
2023-01-02 03:00:00,0.69,204.84
2023-01-02 06:00:00,0.65999997,198.24
2023-01-02 09:00:00,0.62,197.96
2023-01-02 12:00:00,0.62,196.58
2023-01-02 15:00:00,0.64,197.13
2023-01-02 18:00:00,0.65999997,196.33
2023-01-02 21:00:00,0.59,202.27
2023-01-03 00:00:00,0.65,203.45
2023-01-03 03:00:00,0.71,203.77
2023-01-03 06:00:00,0.76,204.97
2023-01-03 09:00:00,0.78999996,206.49
2023-01-03 12:00:00,0.84,212.15
2023-01-03 15:00:00,0.88,224.42
2023-01-03 18:00:00,0.94,234.63
2023-01-03 21:00:00,0.94,233.7
2023-01-04 00:00:00,0.85999995,228.7
2023-01-04 03:00:00,0.81,210.54
2023-01-04 06:00:00,0.74,201.01
2023-01-04 09:00:00,0.72999996,201.09
2023-01-04 12:00:00,0.72999996,208.81
2023-01-04 15:00:00,0.78,220.28
2023-01-04 18:00:00,0.84,234.83
2023-01-04 21:00:00,0.85999995,239.94
2023-01-05 00:00:00,0.82,231.73
2023-01-05 03:00:00,0.77,218.78
2023-01-05 06:00:00,0.74,210.08
2023-01-05 09:00:00,0.72999996,207.77
2023-01-05 12:00:00,0.75,216.66
2023-01-05 15:00:00,0.79999995,245.45999
2023-01-05 18:00:00,0.85999995,287.66998
2023-01-05 21:00:00,1.03,289.08
2023-01-06 00:00:00,0.87,282.74
2023-01-06 03:00:00,0.88,247.11
2023-01-06 06:00:00,0.79999995,223.39
2023-01-06 09:00:00,0.75,219.04
2023-01-06 12:00:00,0.78,224.72
2023-01-06 15:00:00,0.81,229.04
2023-01-06 18:00:00,0.84,228.37
2023-01-06 21:00:00,0.78,243.58
2023-01-07 00:00:00,0.78999996,247.95
2023-01-07 03:00:00,0.77,232.94
2023-01-07 06:00:00,0.78,219.56
2023-01-07 09:00:00,0.83,211.76
2023-01-07 12:00:00,0.88,213.14
2023-01-07 15:00:00,0.91999996,220.89
2023-01-07 18:00:00,0.95,224.59
2023-01-07 21:00:00,0.96999997,220.79
2023-01-08 00:00:00,0.91999996,218.67
2023-01-08 03:00:00,0.90999997,213.19
2023-01-08 06:00:00,0.97999996,208.55
2023-01-08 09:00:00,0.84999996,211.34
2023-01-08 12:00:00,0.89,207.78
2023-01-08 15:00:00,0.88,207.44
2023-01-08 18:00:00,0.9,207.55
2023-01-08 21:00:00,0.93,215.7
2023-01-09 00:00:00,0.94,221.23
2023-01-09 03:00:00,0.88,228.65
2023-01-09 06:00:00,0.87,222.09
2023-01-09 09:00:00,0.89,222.18
2023-01-09 12:00:00,0.89,231.88
2023-01-09 15:00:00,0.93,243.18
2023-01-09 18:00:00,0.97999996,262.66
2023-01-09 21:00:00,0.9,274.36
2023-01-10 00:00:00,0.95,284.76
2023-01-10 03:00:00,0.97999996,291.05
2023-01-10 06:00:00,0.95,280.72
2023-01-10 09:00:00,0.91999996,267.28
2023-01-10 12:00:00,0.95,279.06
2023-01-10 15:00:00,1.03,281.11
2023-01-10 18:00:00,1.0,288.29
2023-01-10 21:00:00,0.97999996,277.03
2023-01-11 00:00:00,0.94,251.81
2023-01-11 03:00:00,0.87,227.85
2023-01-11 06:00:00,0.84,227.69
2023-01-11 09:00:00,0.83,210.91
2023-01-11 12:00:00,0.88,225.56999
2023-01-11 15:00:00,0.95,249.58
2023-01-11 18:00:00,0.93,244.76
2023-01-11 21:00:00,0.91999996,235.33
2023-01-12 00:00:00,0.93,222.29
2023-01-12 03:00:00,0.82,229.70999
2023-01-12 06:00:00,0.74,201.05
2023-01-12 09:00:00,0.66999996,201.43
2023-01-12 12:00:00,0.71,206.72
2023-01-12 15:00:00,0.79999995,226.65
2023-01-12 18:00:00,0.84,227.13
2023-01-12 21:00:00,0.84,216.04
2023-01-13 00:00:00,0.81,200.66
2023-01-13 03:00:00,0.84999996,200.74
2023-01-13 06:00:00,0.72999996,198.19
2023-01-13 09:00:00,0.69,190.87
2023-01-13 12:00:00,0.69,192.41
2023-01-13 15:00:00,0.71,214.13
2023-01-13 18:00:00,0.78,215.17
2023-01-13 21:00:00,0.78999996,209.45
2023-01-14 00:00:00,0.77,200.3
2023-01-14 03:00:00,0.72999996,196.59
2023-01-14 06:00:00,0.7,195.24
2023-01-14 09:00:00,0.69,198.46
2023-01-14 12:00:00,0.74,215.02
2023-01-14 15:00:00,0.78999996,233.58
2023-01-14 18:00:00,0.78,236.39
2023-01-14 21:00:00,0.74,228.70999
2023-01-15 00:00:00,0.69,216.62
2023-01-15 03:00:00,0.66999996,207.51
2023-01-15 06:00:00,0.65999997,201.42
2023-01-15 09:00:00,0.61,197.52
2023-01-15 12:00:00,0.62,198.16
2023-01-15 15:00:00,0.64,198.74
2023-01-15 18:00:00,0.65,198.67
2023-01-15 21:00:00,0.64,200.74
2023-01-16 00:00:00,0.69,202.55
2023-01-16 03:00:00,0.68,206.12
2023-01-16 06:00:00,0.68,206.16
2023-01-16 09:00:00,0.66999996,204.99
2023-01-16 12:00:00,0.69,203.2
2023-01-16 15:00:00,0.65,205.36
2023-01-16 18:00:00,0.7,208.18
2023-01-16 21:00:00,0.72999996,209.79
2023-01-17 00:00:00,0.74,207.49
2023-01-17 03:00:00,0.74,204.27
2023-01-17 06:00:00,0.75,202.03
2023-01-17 09:00:00,0.74,200.67
2023-01-17 12:00:00,0.71,196.56
2023-01-17 15:00:00,0.68,193.26
2023-01-17 18:00:00,0.69,191.37
2023-01-17 21:00:00,0.69,192.67
2023-01-18 00:00:00,0.71999997,198.02
2023-01-18 03:00:00,0.74,201.51
2023-01-18 06:00:00,0.72999996,200.74
2023-01-18 09:00:00,0.74,204.6
2023-01-18 12:00:00,0.78,213.85
2023-01-18 15:00:00,0.79999995,219.63
2023-01-18 18:00:00,0.81,223.8
2023-01-18 21:00:00,0.81,229.38
2023-01-19 00:00:00,0.78999996,227.81
2023-01-19 03:00:00,0.74,212.31999
2023-01-19 06:00:00,0.7,200.87
2023-01-19 09:00:00,0.68,201.42
2023-01-19 12:00:00,0.68,217.68
2023-01-19 15:00:00,0.74,251.69
2023-01-19 18:00:00,1.02,281.93
2023-01-19 21:00:00,0.95,297.69
2023-01-20 00:00:00,0.84,291.2
2023-01-20 03:00:00,0.76,276.94
2023-01-20 06:00:00,0.71999997,237.44
2023-01-20 09:00:00,0.68,217.37
2023-01-20 12:00:00,0.75,230.9
2023-01-20 15:00:00,0.87,271.13
2023-01-20 18:00:00,0.93,280.49
2023-01-20 21:00:00,0.91999996,281.2
2023-01-21 00:00:00,0.84999996,270.85
2023-01-21 03:00:00,0.83,273.84
2023-01-21 06:00:00,0.84999996,274.69
2023-01-21 09:00:00,0.89,264.21
2023-01-21 12:00:00,0.84999996,268.4
2023-01-21 15:00:00,0.79999995,263.18
2023-01-21 18:00:00,0.78999996,250.7
2023-01-21 21:00:00,0.78,241.67
2023-01-22 00:00:00,0.78,236.56999
2023-01-22 03:00:00,0.76,224.08
2023-01-22 06:00:00,0.71,207.99
2023-01-22 09:00:00,0.68,199.14
2023-01-22 12:00:00,0.65999997,197.1
2023-01-22 15:00:00,0.64,196.42
2023-01-22 18:00:00,0.63,196.69
2023-01-22 21:00:00,0.65,200.24
2023-01-23 00:00:00,0.66999996,206.87
2023-01-23 03:00:00,0.68,207.11
2023-01-23 06:00:00,0.66999996,200.31
2023-01-23 09:00:00,0.64,194.75
2023-01-23 12:00:00,0.63,192.56
2023-01-23 15:00:00,0.63,193.9
2023-01-23 18:00:00,0.68,204.37
2023-01-23 21:00:00,0.7,217.6
2023-01-24 00:00:00,0.72999996,213.02
2023-01-24 03:00:00,0.74,206.1
2023-01-24 06:00:00,0.74,200.48
2023-01-24 09:00:00,0.75,197.22
2023-01-24 12:00:00,0.78,195.98
2023-01-24 15:00:00,0.82,195.7
2023-01-24 18:00:00,0.84999996,195.72
2023-01-24 21:00:00,0.87,195.8
2023-01-25 00:00:00,0.91999996,195.78
2023-01-25 03:00:00,0.96999997,195.72
2023-01-25 06:00:00,0.96999997,195.61
2023-01-25 09:00:00,1.0,197.65
2023-01-25 12:00:00,1.06,198.27
2023-01-25 15:00:00,1.13,199.67
2023-01-25 18:00:00,1.09,200.81
2023-01-25 21:00:00,1.11,202.05
2023-01-26 00:00:00,1.04,203.72
2023-01-26 03:00:00,1.01,205.76
2023-01-26 06:00:00,0.98999995,198.64
2023-01-26 09:00:00,0.95,200.06999
2023-01-26 12:00:00,0.96,200.7
2023-01-26 15:00:00,0.94,208.25
2023-01-26 18:00:00,0.97999996,207.33
2023-01-26 21:00:00,0.95,207.89
2023-01-27 00:00:00,0.93,207.0
2023-01-27 03:00:00,0.87,205.84
2023-01-27 06:00:00,0.79999995,202.97
2023-01-27 09:00:00,0.78999996,199.78
2023-01-27 12:00:00,0.77,200.2
2023-01-27 15:00:00,0.76,203.78
2023-01-27 18:00:00,0.78,210.13
2023-01-27 21:00:00,0.81,218.41
2023-01-28 00:00:00,0.78999996,220.28
2023-01-28 03:00:00,0.78999996,216.3
2023-01-28 06:00:00,0.77,211.97
2023-01-28 09:00:00,0.74,209.6
2023-01-28 12:00:00,0.84,232.33
2023-01-28 15:00:00,0.97999996,274.78
2023-01-28 18:00:00,1.01,284.94
2023-01-28 21:00:00,0.96,285.38998
2023-01-29 00:00:00,0.9,276.43
2023-01-29 03:00:00,0.84,265.3
2023-01-29 06:00:00,0.78999996,250.11
2023-01-29 09:00:00,0.76,230.37
2023-01-29 12:00:00,0.72999996,216.69
2023-01-29 15:00:00,0.7,214.46
2023-01-29 18:00:00,0.7,216.65
2023-01-29 21:00:00,0.68,230.13
2023-01-30 00:00:00,0.68,221.52
2023-01-30 03:00:00,0.66999996,211.8
2023-01-30 06:00:00,0.65999997,206.2
2023-01-30 09:00:00,0.65,202.03
2023-01-30 12:00:00,0.7,196.05
2023-01-30 15:00:00,0.71999997,203.58
2023-01-30 18:00:00,0.77,223.53
2023-01-30 21:00:00,0.72999996,237.95999
2023-01-31 00:00:00,0.75,251.65
2023-01-31 03:00:00,0.79999995,262.25
2023-01-31 06:00:00,0.79999995,286.36
2023-01-31 09:00:00,0.89,298.6
2023-01-31 12:00:00,0.95,299.66998
2023-01-31 15:00:00,0.97999996,301.63998
2023-01-31 18:00:00,0.95,301.04
2023-01-31 21:00:00,0.9,295.54
2023-02-01 00:00:00,0.87,288.53
2023-02-01 03:00:00,0.90999997,293.61
2023-02-01 06:00:00,1.04,303.57
2023-02-01 09:00:00,1.16,306.57
2023-02-01 12:00:00,1.15,305.26
2023-02-01 15:00:00,1.09,300.51
2023-02-01 18:00:00,1.02,292.24
2023-02-01 21:00:00,0.96999997,281.24
2023-02-02 00:00:00,0.96,271.84
2023-02-02 03:00:00,1.02,273.49
2023-02-02 06:00:00,1.1,271.68
2023-02-02 09:00:00,1.11,272.71
2023-02-02 12:00:00,1.09,267.69
2023-02-02 15:00:00,1.0699999,260.94
2023-02-02 18:00:00,1.16,256.53
2023-02-02 21:00:00,0.98999995,246.43
2023-02-03 00:00:00,0.91999996,232.26
2023-02-03 03:00:00,0.88,223.74
2023-02-03 06:00:00,0.85999995,218.8
2023-02-03 09:00:00,0.84,215.08
2023-02-03 12:00:00,0.84,212.06
2023-02-03 15:00:00,0.85999995,208.88
2023-02-03 18:00:00,0.84999996,206.43
2023-02-03 21:00:00,0.83,205.94
2023-02-04 00:00:00,0.83,205.73
2023-02-04 03:00:00,0.82,207.12
2023-02-04 06:00:00,0.82,213.13
2023-02-04 09:00:00,0.95,216.8
2023-02-04 12:00:00,0.96999997,224.09
2023-02-04 15:00:00,0.98999995,242.49
2023-02-04 18:00:00,0.97999996,255.61
2023-02-04 21:00:00,0.98999995,260.01
2023-02-05 00:00:00,0.93,254.68
2023-02-05 03:00:00,0.87,244.68
2023-02-05 06:00:00,0.82,229.8
2023-02-05 09:00:00,0.81,217.6
2023-02-05 12:00:00,0.83,213.17
2023-02-05 15:00:00,0.89,216.34
2023-02-05 18:00:00,0.96999997,226.02
2023-02-05 21:00:00,1.02,230.22
2023-02-06 00:00:00,1.03,226.26
2023-02-06 03:00:00,1.03,222.12
2023-02-06 06:00:00,1.02,222.41
2023-02-06 09:00:00,1.06,223.43
2023-02-06 12:00:00,1.04,220.14
2023-02-06 15:00:00,1.0,215.76
2023-02-06 18:00:00,0.98999995,214.05
2023-02-06 21:00:00,0.97999996,214.93
2023-02-07 00:00:00,0.96,214.01
2023-02-07 03:00:00,0.93,210.76
2023-02-07 06:00:00,0.9,206.23
2023-02-07 09:00:00,0.87,204.79
2023-02-07 12:00:00,0.89,202.21
2023-02-07 15:00:00,0.88,202.24
2023-02-07 18:00:00,0.87,202.21
2023-02-07 21:00:00,0.88,201.76
2023-02-08 00:00:00,0.87,200.69
2023-02-08 03:00:00,0.89,198.96
2023-02-08 06:00:00,0.84,196.17
2023-02-08 09:00:00,0.76,193.77
2023-02-08 12:00:00,0.76,195.53
2023-02-08 15:00:00,0.9,207.92
2023-02-08 18:00:00,0.98999995,221.2
2023-02-08 21:00:00,0.95,215.39
2023-02-09 00:00:00,0.88,209.18
2023-02-09 03:00:00,0.82,203.09
2023-02-09 06:00:00,0.78,198.38
2023-02-09 09:00:00,0.74,196.15
2023-02-09 12:00:00,0.71999997,196.01
2023-02-09 15:00:00,0.79999995,199.42
2023-02-09 18:00:00,0.91999996,209.85
2023-02-09 21:00:00,1.01,218.06
2023-02-10 00:00:00,0.96999997,212.31999
2023-02-10 03:00:00,0.95,201.05
2023-02-10 06:00:00,0.88,197.55
2023-02-10 09:00:00,0.83,198.19
2023-02-10 12:00:00,0.78999996,197.94
2023-02-10 15:00:00,0.78999996,199.55
2023-02-10 18:00:00,0.83,209.51
2023-02-10 21:00:00,0.85999995,223.31999
2023-02-11 00:00:00,0.83,219.26
2023-02-11 03:00:00,0.78,209.05
2023-02-11 06:00:00,0.74,202.48
2023-02-11 09:00:00,0.76,198.83
2023-02-11 12:00:00,0.74,197.09
2023-02-11 15:00:00,0.71,198.43
2023-02-11 18:00:00,0.7,204.05
2023-02-11 21:00:00,0.72999996,209.69
2023-02-12 00:00:00,0.75,210.88
2023-02-12 03:00:00,0.74,208.25
2023-02-12 06:00:00,0.71999997,203.08
2023-02-12 09:00:00,0.66999996,199.78
2023-02-12 12:00:00,0.65999997,196.17
2023-02-12 15:00:00,0.65999997,194.13
2023-02-12 18:00:00,0.71,197.44
2023-02-12 21:00:00,0.77,204.64
2023-02-13 00:00:00,0.87,204.46
2023-02-13 03:00:00,0.81,199.68
2023-02-13 06:00:00,0.72999996,193.09
2023-02-13 09:00:00,0.76,190.84
2023-02-13 12:00:00,0.75,189.93
2023-02-13 15:00:00,0.78,191.08
2023-02-13 18:00:00,0.79999995,191.52
2023-02-13 21:00:00,0.81,191.23
2023-02-14 00:00:00,0.78999996,190.12
2023-02-14 03:00:00,0.77,188.36
2023-02-14 06:00:00,0.77,188.28
2023-02-14 09:00:00,0.72999996,189.88
2023-02-14 12:00:00,0.75,189.93
2023-02-14 15:00:00,0.81,191.35
2023-02-14 18:00:00,0.97999996,196.12
2023-02-14 21:00:00,0.98999995,202.3
2023-02-15 00:00:00,0.96,200.63
2023-02-15 03:00:00,0.94,196.81999
2023-02-15 06:00:00,0.94,193.23
2023-02-15 09:00:00,0.93,190.3
2023-02-15 12:00:00,0.94,193.15
2023-02-15 15:00:00,0.96999997,194.66
2023-02-15 18:00:00,0.97999996,196.05
2023-02-15 21:00:00,0.93,197.93
2023-02-16 00:00:00,1.0,195.31
2023-02-16 03:00:00,1.0,193.59
2023-02-16 06:00:00,1.02,192.52
2023-02-16 09:00:00,1.01,192.85
2023-02-16 12:00:00,1.0,192.19
2023-02-16 15:00:00,0.97999996,191.84
2023-02-16 18:00:00,0.97999996,192.74
2023-02-16 21:00:00,1.01,195.55
2023-02-17 00:00:00,1.02,197.83
2023-02-17 03:00:00,0.97999996,196.03
2023-02-17 06:00:00,0.85999995,192.56
2023-02-17 09:00:00,0.82,192.47
2023-02-17 12:00:00,0.81,193.57
2023-02-17 15:00:00,0.79999995,198.78
2023-02-17 18:00:00,0.85999995,199.15
2023-02-17 21:00:00,0.9,205.27
2023-02-18 00:00:00,0.9,207.03
2023-02-18 03:00:00,0.87,202.75
2023-02-18 06:00:00,0.84999996,198.97
2023-02-18 09:00:00,0.83,195.67
2023-02-18 12:00:00,0.81,195.05
2023-02-18 15:00:00,0.84,199.44
2023-02-18 18:00:00,0.90999997,215.84
2023-02-18 21:00:00,0.93,219.13
2023-02-19 00:00:00,0.88,210.83
2023-02-19 03:00:00,0.83,201.63
2023-02-19 06:00:00,0.78999996,196.48
2023-02-19 09:00:00,0.75,194.1
2023-02-19 12:00:00,0.72999996,192.03
2023-02-19 15:00:00,0.72999996,190.92
2023-02-19 18:00:00,0.74,190.97
2023-02-19 21:00:00,0.75,191.91
2023-02-20 00:00:00,0.74,193.57
2023-02-20 03:00:00,0.71,194.42
2023-02-20 06:00:00,0.68,194.39
2023-02-20 09:00:00,0.69,193.73
2023-02-20 12:00:00,0.71,192.85
2023-02-20 15:00:00,0.75,192.53
2023-02-20 18:00:00,0.75,192.26
2023-02-20 21:00:00,0.74,192.26
2023-02-21 00:00:00,0.75,192.72
2023-02-21 03:00:00,0.7,187.91
2023-02-21 06:00:00,0.63,190.24
2023-02-21 09:00:00,0.57,192.48
2023-02-21 12:00:00,0.59999996,192.41
2023-02-21 15:00:00,0.65999997,189.3
2023-02-21 18:00:00,0.65999997,206.7
2023-02-21 21:00:00,0.65999997,229.13
2023-02-22 00:00:00,0.63,222.98
2023-02-22 03:00:00,0.62,206.38
2023-02-22 06:00:00,0.62,196.08
2023-02-22 09:00:00,0.62,191.34
2023-02-22 12:00:00,0.62,189.09
2023-02-22 15:00:00,0.63,189.33
2023-02-22 18:00:00,0.65999997,193.64
2023-02-22 21:00:00,0.7,201.29
2023-02-23 00:00:00,0.71,203.88
2023-02-23 03:00:00,0.69,198.83
2023-02-23 06:00:00,0.63,192.65
2023-02-23 09:00:00,0.62,188.2
2023-02-23 12:00:00,0.61,185.95
2023-02-23 15:00:00,0.59999996,184.22
2023-02-23 18:00:00,0.59999996,185.19
2023-02-23 21:00:00,0.62,187.94
2023-02-24 00:00:00,0.65,192.18
2023-02-24 03:00:00,0.66999996,195.0
2023-02-24 06:00:00,0.76,194.93
2023-02-24 09:00:00,0.75,193.95
2023-02-24 12:00:00,0.71999997,192.97
2023-02-24 15:00:00,0.71999997,192.54
2023-02-24 18:00:00,0.66999996,193.54
2023-02-24 21:00:00,0.68,194.86
2023-02-25 00:00:00,0.71999997,197.15
2023-02-25 03:00:00,0.76,197.97
2023-02-25 06:00:00,0.84,197.83
2023-02-25 09:00:00,0.87,197.46
2023-02-25 12:00:00,0.84,197.36
2023-02-25 15:00:00,0.82,197.77
2023-02-25 18:00:00,0.85999995,198.75
2023-02-25 21:00:00,0.78999996,201.08
2023-02-26 00:00:00,0.78,200.2
2023-02-26 03:00:00,0.82,199.27
2023-02-26 06:00:00,0.83,200.59
2023-02-26 09:00:00,0.82,202.94
2023-02-26 12:00:00,0.81,203.83
2023-02-26 15:00:00,0.78999996,203.77
2023-02-26 18:00:00,0.79999995,202.97
2023-02-26 21:00:00,0.81,204.78
2023-02-27 00:00:00,0.84,205.14
2023-02-27 03:00:00,0.78999996,203.4
2023-02-27 06:00:00,0.66999996,198.9
2023-02-27 09:00:00,0.74,202.66
2023-02-27 12:00:00,0.94,259.9
2023-02-27 15:00:00,1.06,279.91
2023-02-27 18:00:00,1.0699999,278.58
2023-02-27 21:00:00,1.01,272.03
2023-02-28 00:00:00,0.90999997,249.41
2023-02-28 03:00:00,0.83,231.38
2023-02-28 06:00:00,0.78,220.78
2023-02-28 09:00:00,0.75,209.38
2023-02-28 12:00:00,0.72999996,202.83
2023-02-28 15:00:00,0.69,201.81
2023-02-28 18:00:00,0.71,201.55
2023-02-28 21:00:00,0.71999997,201.31
2023-03-01 00:00:00,0.71999997,202.21
2023-03-01 03:00:00,0.69,201.13
2023-03-01 06:00:00,0.64,199.71
2023-03-01 09:00:00,0.62,196.22
2023-03-01 12:00:00,0.62,193.87
2023-03-01 15:00:00,0.61,192.37
2023-03-01 18:00:00,0.65,193.85
2023-03-01 21:00:00,0.64,200.9
2023-03-02 00:00:00,0.68,210.84
2023-03-02 03:00:00,0.7,215.37
2023-03-02 06:00:00,0.68,209.49
2023-03-02 09:00:00,0.64,198.46
2023-03-02 12:00:00,0.63,191.97
2023-03-02 15:00:00,0.62,191.52
2023-03-02 18:00:00,0.71,209.03
2023-03-02 21:00:00,0.79999995,227.66
2023-03-03 00:00:00,0.79999995,222.85
2023-03-03 03:00:00,0.78999996,217.78
2023-03-03 06:00:00,0.78,215.56
2023-03-03 09:00:00,0.71999997,214.53
2023-03-03 12:00:00,0.71,209.94
2023-03-03 15:00:00,0.71,213.12
2023-03-03 18:00:00,0.74,221.85
2023-03-03 21:00:00,0.74,223.04
2023-03-04 00:00:00,0.78999996,217.86
2023-03-04 03:00:00,0.75,211.71
2023-03-04 06:00:00,0.74,206.79
2023-03-04 09:00:00,0.71999997,202.77
2023-03-04 12:00:00,0.71999997,200.76
2023-03-04 15:00:00,0.7,198.17
2023-03-04 18:00:00,0.66999996,195.38
2023-03-04 21:00:00,0.65,194.05
2023-03-05 00:00:00,0.63,193.31
2023-03-05 03:00:00,0.62,194.08
2023-03-05 06:00:00,0.62,193.99
2023-03-05 09:00:00,0.63,193.27
2023-03-05 12:00:00,0.75,193.13
2023-03-05 15:00:00,0.62,193.09
2023-03-05 18:00:00,0.61,194.69
2023-03-05 21:00:00,0.62,196.87
2023-03-06 00:00:00,0.59,199.5
2023-03-06 03:00:00,0.64,199.74
2023-03-06 06:00:00,0.59999996,207.03
2023-03-06 09:00:00,0.59,207.45
2023-03-06 12:00:00,0.59,204.05
2023-03-06 15:00:00,0.62,204.31999
2023-03-06 18:00:00,0.71999997,216.15
2023-03-06 21:00:00,0.78,223.26
2023-03-07 00:00:00,0.81,215.23
2023-03-07 03:00:00,0.87,209.37
2023-03-07 06:00:00,0.90999997,208.8
2023-03-07 09:00:00,0.93,208.39
2023-03-07 12:00:00,1.04,206.31
2023-03-07 15:00:00,1.14,205.54
2023-03-07 18:00:00,1.18,206.23
2023-03-07 21:00:00,1.24,208.23
2023-03-08 00:00:00,1.27,207.79
2023-03-08 03:00:00,1.31,206.25
2023-03-08 06:00:00,1.28,204.72
2023-03-08 09:00:00,1.17,204.2
2023-03-08 12:00:00,1.27,202.37
2023-03-08 15:00:00,1.29,204.06
2023-03-08 18:00:00,1.18,208.58
2023-03-08 21:00:00,1.13,211.41
2023-03-09 00:00:00,1.0699999,210.81999
2023-03-09 03:00:00,0.98999995,207.65
2023-03-09 06:00:00,0.94,206.4
2023-03-09 09:00:00,0.9,204.44
2023-03-09 12:00:00,0.87,204.79
2023-03-09 15:00:00,0.96,214.98
2023-03-09 18:00:00,1.04,229.94
2023-03-09 21:00:00,1.03,224.01
2023-03-10 00:00:00,0.98999995,214.54
2023-03-10 03:00:00,0.95,206.65
2023-03-10 06:00:00,0.94,201.97
2023-03-10 09:00:00,0.90999997,200.01
2023-03-10 12:00:00,0.87,199.22
2023-03-10 15:00:00,0.82,197.8
2023-03-10 18:00:00,0.84,197.33
2023-03-10 21:00:00,0.79999995,198.16
2023-03-11 00:00:00,0.76,200.37
2023-03-11 03:00:00,0.74,202.23
2023-03-11 06:00:00,0.69,203.76
2023-03-11 09:00:00,0.66999996,202.71
2023-03-11 12:00:00,0.65,201.81
2023-03-11 15:00:00,0.65999997,201.35
2023-03-11 18:00:00,0.71999997,201.1
2023-03-11 21:00:00,0.71999997,206.06
2023-03-12 00:00:00,0.71,209.63
2023-03-12 03:00:00,0.72999996,209.16
2023-03-12 06:00:00,0.74,208.38
2023-03-12 09:00:00,0.7,206.86
2023-03-12 12:00:00,0.66999996,204.04
2023-03-12 15:00:00,0.66999996,200.44
2023-03-12 18:00:00,0.66999996,200.14
2023-03-12 21:00:00,0.66999996,198.22
2023-03-13 00:00:00,0.68,196.41
2023-03-13 03:00:00,0.66999996,195.44
2023-03-13 06:00:00,0.66999996,193.71
2023-03-13 09:00:00,0.65999997,191.78
2023-03-13 12:00:00,0.65999997,189.51
2023-03-13 15:00:00,0.65999997,188.46
2023-03-13 18:00:00,0.66999996,188.19
2023-03-13 21:00:00,0.7,188.75
2023-03-14 00:00:00,0.71,189.6
2023-03-14 03:00:00,0.7,190.89
2023-03-14 06:00:00,0.7,191.25
2023-03-14 09:00:00,0.71,190.68
2023-03-14 12:00:00,0.71,190.29
2023-03-14 15:00:00,0.71999997,190.07
2023-03-14 18:00:00,0.77,189.99
2023-03-14 21:00:00,0.66999996,190.94
2023-03-15 00:00:00,0.65999997,191.14
2023-03-15 03:00:00,0.7,190.81
2023-03-15 06:00:00,0.71999997,190.19
2023-03-15 09:00:00,0.74,190.34
2023-03-15 12:00:00,0.75,190.82
2023-03-15 15:00:00,0.78,190.74
2023-03-15 18:00:00,0.78999996,190.23
2023-03-15 21:00:00,0.78999996,189.42
2023-03-16 00:00:00,0.82,189.04
2023-03-16 03:00:00,0.81,188.36
2023-03-16 06:00:00,0.68,187.6
2023-03-16 09:00:00,0.69,187.29
2023-03-16 12:00:00,0.68,187.15
2023-03-16 15:00:00,0.72999996,187.1
2023-03-16 18:00:00,0.77,186.67
2023-03-16 21:00:00,0.78,185.63
2023-03-17 00:00:00,0.65,184.39
2023-03-17 03:00:00,0.72999996,183.1
2023-03-17 06:00:00,0.75,182.91
2023-03-17 09:00:00,0.75,183.56
2023-03-17 12:00:00,0.77,184.47
2023-03-17 15:00:00,0.78,185.21
2023-03-17 18:00:00,0.82,185.3
2023-03-17 21:00:00,0.9,184.49
2023-03-18 00:00:00,0.94,183.3
2023-03-18 03:00:00,0.96,181.45
2023-03-18 06:00:00,0.88,180.45
2023-03-18 09:00:00,0.81,180.36
2023-03-18 12:00:00,0.76,181.29
2023-03-18 15:00:00,0.75,182.6
2023-03-18 18:00:00,0.75,184.25
2023-03-18 21:00:00,0.76,185.88
2023-03-19 00:00:00,0.72999996,188.29
2023-03-19 03:00:00,0.7,191.15
2023-03-19 06:00:00,0.71,192.24
2023-03-19 09:00:00,0.71,190.57
2023-03-19 12:00:00,0.71,188.81
2023-03-19 15:00:00,0.69,187.67
2023-03-19 18:00:00,0.71,187.08
2023-03-19 21:00:00,0.71,186.47
2023-03-20 00:00:00,0.71,185.71
2023-03-20 03:00:00,0.7,185.9
2023-03-20 06:00:00,0.68,185.49
2023-03-20 09:00:00,0.69,184.36
2023-03-20 12:00:00,0.63,185.23
2023-03-20 15:00:00,0.63,184.8
2023-03-20 18:00:00,0.64,184.83
2023-03-20 21:00:00,0.64,185.69
2023-03-21 00:00:00,0.65,186.18
2023-03-21 03:00:00,0.66999996,185.3
2023-03-21 06:00:00,0.65999997,184.99
2023-03-21 09:00:00,0.65999997,184.86
2023-03-21 12:00:00,0.65999997,184.5
2023-03-21 15:00:00,0.65999997,185.13
2023-03-21 18:00:00,0.63,185.27
2023-03-21 21:00:00,0.68,183.78
2023-03-22 00:00:00,0.66999996,182.48
2023-03-22 03:00:00,0.66999996,181.54
2023-03-22 06:00:00,0.65,181.22
2023-03-22 09:00:00,0.65999997,180.7
2023-03-22 12:00:00,0.68,180.64
2023-03-22 15:00:00,0.7,180.98
2023-03-22 18:00:00,0.75,181.53
